order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1482169,187473,Blue Ribbon Sushi Bar & Grill,Italian,10.226205158398464,Weekend,5,28,28
1482170,66224,Shake Shack,American,7.641053153232001,Weekend,3,21,20
1482171,87421,Tamarind TriBeCa,Italian,30.91020982974757,Weekend,Not given,32,33
1482172,54043,The Meatball Shop,Mexican,39.322375444063056,Weekend,Not given,30,28
1482173,82635,Shake Shack,Chinese,16.18906083576268,Weekend,5,33,24
1482174,199302,TAO,Indian,25.57632400278254,Weekday,4,28,18
1482175,94167,Grand Sichuan International,Japanese,24.427181908933544,Weekend,4,26,24
1482176,80392,Rubirosa,American,21.470684244898568,Weekend,3,24,28
1482177,302368,The Meatball Shop,Italian,17.223967419031382,Weekend,5,28,28
1482178,68459,Osteria Morini,Italian,39.5165147583715,Weekend,4,31,30
1482179,129986,Blue Ribbon Fried Chicken,Chinese,40.05297576107632,Weekend,4,31,18
1482180,378452,The Meatball Shop,Chinese,19.28969724586929,Weekend,5,33,22
1482181,308560,Samurai Mama,Italian,18.47101319261816,Weekend,Not given,29,25
1482182,60628,Joe's Shanghai _Àü£¾÷´,Japanese,23.87578497441321,Weekend,5,35,21
1482183,126123,CafÌ© China,French,30.149541749457427,Weekend,Not given,28,23
1482184,104173,Rubirosa,American,14.33957493672547,Weekend,4,21,19
1482185,47526,Izakaya Ten,Chinese,19.5984835587209,Weekend,Not given,29,26
1482186,177190,Shake Shack,Japanese,21.83533977553309,Weekday,4,29,16
1482187,70577,Blue Ribbon Sushi Izakaya,Italian,13.263751501760556,Weekday,3,25,29
1482188,350916,Hill Country Fried Chicken,American,22.840822103786543,Weekend,3,21,23
1482189,60835,Dirty Bird to Go,Thai,16.406055429541585,Weekday,Not given,24,20
1482190,121651,L'Express,Italian,24.392017990920625,Weekend,5,21,23
1482191,94523,Westville Hudson,American,40.72542797351004,Weekday,Not given,30,15
1482192,61267,The Smile,Middle Eastern,15.747045176805985,Weekend,Not given,24,16
1482193,77811,Shake Shack,Chinese,20.987328780295357,Weekend,5,33,20
1482194,105946,Shake Shack,American,20.34579531428781,Weekend,5,31,28
1482195,78603,Shake Shack,American,19.372469832648534,Weekend,4,25,27
1482196,132919,Jack's Wife Freda,Southern,42.31410983031951,Weekday,Not given,21,25
1482197,151047,Lantern Thai Kitchen,Italian,30.247484763564405,Weekend,3,20,21
1482198,275629,J. G. Melon,Chinese,35.58409751129009,Weekend,Not given,34,23
1482199,63484,Samurai Mama,American,18.305617556740675,Weekend,3,23,29
1482200,106385,Cafe Habana,Japanese,35.87433165570892,Weekend,Not given,22,24
1482201,87274,Nobu Next Door,Mexican,20.119717246177714,Weekend,Not given,27,15
1482202,40705,Blue Ribbon Sushi,Japanese,33.06123914742664,Weekday,4,32,23
1482203,111369,Nobu Next Door,Italian,17.38646048462092,Weekend,3,32,27
1482204,64121,Asuka Sushi,Indian,25.01840959128541,Weekday,Not given,26,23
1482205,388961,Barbounia,American,15.807630127868062,Weekend,3,34,29
1482206,276159,Parm,Italian,16.738082959090875,Weekend,3,23,25
1482207,138548,Blue Ribbon Sushi Bar & Grill,Italian,20.53927446023645,Weekend,Not given,32,22
1482208,60022,Blue Ribbon Sushi Bar & Grill,American,20.68942493137609,Weekday,5,23,26
1482209,105608,Blue Ribbon Sushi Bar & Grill,Japanese,27.063818282778445,Weekend,Not given,26,21
1482210,122151,TAO,Italian,20.002986939187885,Weekend,5,27,29
1482211,94786,Yama Japanese Restaurant,Indian,10.34894101744983,Weekend,Not given,35,25
1482212,350629,The Smile,Chinese,34.579196513048856,Weekend,5,30,25
1482213,88015,Yama 49,Italian,20.393945883064696,Weekend,3,28,22
1482214,96262,Nobu Next Door,Chinese,30.12821831253092,Weekday,3,27,24
1482215,128767,Shake Shack,Italian,35.6458034454805,Weekday,4,22,21
1482216,62670,Blue Ribbon Sushi,Italian,17.113142122144243,Weekend,5,20,25
1482217,338025,The Meatball Shop,Chinese,18.408737387591128,Weekday,Not given,24,29
1482218,127192,Pepe Rosso To Go,Mexican,36.25252661220425,Weekend,5,21,22
1482219,80780,Jack's Wife Freda,Chinese,24.31628141057157,Weekend,Not given,29,30
1482220,132180,The Meatball Shop,American,11.722240158362233,Weekday,Not given,33,27
1482221,144070,Balthazar Boulangerie,American,17.02216154714876,Weekend,3,25,27
1482222,369315,The Smile,Italian,31.251436902738288,Weekend,5,23,33
1482223,77306,Blue Ribbon Fried Chicken,Japanese,21.56664972188362,Weekend,Not given,22,33
1482224,108409,Blue Ribbon Fried Chicken,Chinese,28.483162040798966,Weekday,5,21,32
1482225,306662,Shake Shack,American,18.79300035733726,Weekday,4,31,23
1482226,140977,Parm,Italian,39.2041331514035,Weekend,Not given,24,31
1482227,165016,Yama Japanese Restaurant,American,18.879718688548706,Weekend,Not given,25,33
1482228,111899,Five Guys Burgers and Fries,Chinese,16.739777911969544,Weekend,4,27,27
1482229,44136,Sushi of Gari 46,Thai,42.00176194865615,Weekend,5,32,15
1482230,318421,Momoya,Japanese,17.549949672051305,Weekend,5,20,20
1482231,103526,Nobu Next Door,American,10.935989877221227,Weekday,5,28,25
1482232,41705,Blue Ribbon Fried Chicken,American,23.478752475581558,Weekend,5,23,32
1482233,53256,Shake Shack,American,17.762688173503886,Weekend,5,23,24
1482234,203528,Yama Japanese Restaurant,Japanese,18.780887235274413,Weekend,4,29,32
1482235,67791,RedFarm Broadway,Italian,18.266080242242907,Weekend,4,31,29
1482236,79520,Pylos,American,15.325109294926818,Weekend,Not given,25,15
1482237,368603,Blue Ribbon Sushi,American,22.48190469111366,Weekday,5,35,20
1482238,127192,Blue Ribbon Fried Chicken,Japanese,24.20806920668461,Weekend,Not given,26,21
1482239,96724,Vanessa's Dumpling House,Chinese,23.72356906761592,Weekend,5,25,29
1482240,142431,Amma,American,10.4748689266181,Weekend,Not given,26,26
1482241,64653,Shake Shack,Chinese,16.062769074646525,Weekday,5,21,29
1482242,127069,Delicatessen,American,30.21365340363314,Weekend,5,27,28
1482243,65509,Han Dynasty,Chinese,20.794818047910457,Weekend,5,35,23
1482244,348639,Room Service,Middle Eastern,18.56155555547667,Weekday,5,31,32
1482245,103970,Han Dynasty,Japanese,23.97341294518971,Weekend,5,20,17
1482246,390906,Osteria Morini,Japanese,15.071547726914877,Weekend,5,31,29
1482247,111856,Asuka Sushi,American,17.169114938604565,Weekday,3,24,22
1482248,355683,Friend of a Farmer,American,18.844173729780906,Weekday,4,26,23
1482249,78922,5 Napkin Burger,Japanese,21.92829167137513,Weekend,Not given,20,17
1482250,384404,Otto Enoteca Pizzeria,Italian,17.36117080423651,Weekday,5,21,22
1482251,91860,Shake Shack,Italian,18.645201818496815,Weekday,4,21,25
1482252,261035,Dos Caminos,American,14.755559622130356,Weekend,5,20,15
1482253,52845,Sushi of Gari Tribeca,Italian,9.440414141329935,Weekend,Not given,28,30
1482254,135709,Blue Ribbon Sushi,American,21.14297616319996,Weekend,3,30,21
1482255,354331,Kambi Ramen House,American,33.95546194757545,Weekday,Not given,35,33
1482256,134840,Blue Ribbon Sushi,Italian,17.11141905881876,Weekday,Not given,20,24
1482257,91735,Jack's Wife Freda,Chinese,17.97809451173707,Weekend,Not given,28,27
1482258,106910,Blue Ribbon Fried Chicken,American,16.12599187498357,Weekday,Not given,34,24
1482259,67500,Rubirosa,Japanese,18.681232393341787,Weekend,3,31,16
1482260,161043,Shake Shack,Italian,28.170244516423928,Weekend,Not given,33,29
1482261,82871,TAO,Indian,33.926022177241165,Weekday,Not given,34,25
1482262,370350,Sushi of Gari 46,American,25.774032133125367,Weekend,4,26,26
1482263,146558,Blue Ribbon Sushi,Italian,20.573061359164253,Weekend,5,30,33
1482264,65128,Xi'an Famous Foods,Italian,30.07867988625549,Weekend,Not given,27,23
1482265,59487,L'Express,American,20.85317763631783,Weekday,Not given,28,22
1482266,105098,Cafe Habana,Italian,12.9020184531079,Weekday,Not given,21,21
1482267,110091,Blue Ribbon Sushi,Italian,11.414539265736405,Weekend,Not given,24,25
1482268,181276,Shake Shack,Japanese,15.157383177590106,Weekend,4,26,30
1482269,155137,Shake Shack,Japanese,20.4476869080388,Weekend,4,27,25
1482270,306662,The Meatball Shop,American,32.367548144212904,Weekend,4,33,24
1482271,59675,The Meatball Shop,Indian,25.28976604108934,Weekend,5,20,26
1482272,221437,Pepe Rosso To Go,American,30.63773293350429,Weekday,4,20,29
1482273,81876,Blue Ribbon Sushi,Indian,12.256482226080305,Weekend,3,26,27
1482274,399490,RedFarm Hudson,Italian,19.577604980090065,Weekend,4,26,29
1482275,134101,TAO,American,28.74130172068756,Weekday,5,23,23
1482276,136269,RedFarm Broadway,Chinese,11.912906099179455,Weekend,5,22,18
1482277,55334,The Meatball Shop,American,14.302598063931763,Weekday,Not given,24,19
1482278,183563,The Smile,Italian,18.63931089385764,Weekday,Not given,26,26
1482279,79228,The Meatball Shop,Italian,18.839136672534213,Weekday,Not given,27,19
1482280,83830,Blue Ribbon Sushi,Italian,24.764177419471174,Weekday,5,27,24
1482281,374029,Parm,Middle Eastern,13.166926632313928,Weekend,Not given,22,23
1482282,44564,Blue Ribbon Sushi Bar & Grill,Indian,16.798790981683275,Weekend,4,21,18
1482283,366244,Cafe Habana,American,24.28616552425628,Weekend,3,26,33
1482284,91993,Cafeteria,Chinese,31.121743681372173,Weekday,Not given,25,30
1482285,72609,Sushi of Gari 46,Chinese,21.645618041272854,Weekend,3,30,24
1482286,145540,J. G. Melon,Italian,17.134922490555464,Weekday,Not given,23,23
1482287,93226,Bareburger,Indian,34.274529307226274,Weekend,4,20,29
1482288,209888,Piccolo Angolo,American,29.333513037673452,Weekend,Not given,27,28
1482289,167222,Parm,Italian,21.024470473121397,Weekend,Not given,21,24
1482290,63903,Blue Ribbon Fried Chicken,Middle Eastern,21.58536218376914,Weekend,4,31,24
1482291,334449,Waverly Diner,Italian,21.04750827146996,Weekend,Not given,31,31
1482292,140490,Amma,American,14.64158437982125,Weekend,Not given,34,17
1482293,177578,Blue Ribbon Fried Chicken,Middle Eastern,21.348659884730505,Weekend,3,29,29
1482294,128643,The Loop,Japanese,16.181949183573124,Weekend,Not given,33,25
1482295,40202,The Meatball Shop,Chinese,33.45938149964376,Weekday,3,22,28
1482296,164601,RedFarm Broadway,American,20.60270046328487,Weekend,Not given,29,17
1482297,66349,Blue Ribbon Sushi,Indian,18.044109367414784,Weekday,Not given,27,17
1482298,370309,Shake Shack,Chinese,17.041177347002876,Weekend,Not given,26,26
1482299,128694,Blue Ribbon Sushi Izakaya,Chinese,20.044810098417624,Weekday,Not given,28,28
1482300,62329,Shake Shack,Japanese,13.16758545486574,Weekday,5,35,24
1482301,326548,Asuka Sushi,Italian,28.3708928164374,Weekend,4,34,24
1482302,228481,Otto Enoteca Pizzeria,Italian,16.493740767394165,Weekend,Not given,35,27
1482303,373122,Blue Ribbon Sushi Bar & Grill,American,30.80254894904669,Weekend,5,22,29
1482304,370596,Grand Sichuan International,Indian,23.019197627054627,Weekday,5,30,25
1482305,68318,Shake Shack,American,21.465551000875163,Weekday,Not given,30,26
1482306,326512,Sushi of Gari,Italian,38.24702378897829,Weekend,5,21,23
1482307,290067,Melt Shop,American,20.062664872894807,Weekend,4,31,19
1482308,78327,12 Chairs,Japanese,31.86034656965772,Weekday,Not given,29,23
1482309,302102,Room Service,Indian,18.17183364763113,Weekend,3,34,20
1482310,54643,Cafe Habana,Chinese,25.36969951049822,Weekend,Not given,29,17
1482311,169521,The Meatball Shop,American,24.356148291919244,Weekend,5,35,28
1482312,129768,Jack's Wife Freda,Italian,19.936929487563216,Weekend,5,22,30
1482313,328774,Cafe Mogador,Italian,36.673080688219756,Weekend,5,20,15
1482314,83444,Melt Shop,Japanese,15.70364607687927,Weekend,5,25,30
1482315,303992,5 Napkin Burger,Japanese,38.52399711714009,Weekend,5,31,25
1482316,67950,Jack's Wife Freda,Chinese,27.875411016317685,Weekend,4,33,30
1482317,365884,Sushi of Gari Tribeca,Italian,25.113304584258014,Weekend,Not given,22,19
1482318,350585,The Smile,American,26.61945262762692,Weekday,Not given,22,18
1482319,377244,Shake Shack,American,24.17690293606543,Weekend,Not given,27,23
1482320,61305,Prosperity Dumpling,American,7.380543557398877,Weekday,Not given,20,18
1482321,56662,Zero Otto Nove,American,19.69570154848624,Weekday,4,25,24
1482322,147588,Frank Restaurant,Japanese,28.156552574469877,Weekend,4,24,18
1482323,42181,Han Dynasty,Chinese,24.067951902476416,Weekend,3,23,27
1482324,60775,Five Guys Burgers and Fries,Italian,17.63910882999275,Weekend,5,34,17
1482325,283780,Parm,Japanese,23.946857754733855,Weekday,5,35,26
1482326,108629,RedFarm Broadway,Italian,18.15170397556176,Weekend,5,34,16
1482327,362497,Spice Thai,American,15.392061352717533,Weekend,3,22,24
1482328,128237,RedFarm Broadway,American,16.140854152528743,Weekend,4,25,15
1482329,81833,Blue Ribbon Sushi,American,38.79336652357941,Weekend,4,24,16
1482330,62859,Sushi of Gari Tribeca,American,21.22882621160274,Weekend,3,29,26
1482331,65819,The Smile,Japanese,32.886291777025164,Weekend,Not given,30,24
1482332,113272,Blue Ribbon Fried Chicken,Chinese,14.615859833051708,Weekend,5,34,29
1482333,104100,Jack's Wife Freda,Italian,16.65891164452981,Weekday,Not given,31,25
1482334,186973,Lantern Thai Kitchen,American,16.550542901680544,Weekend,5,25,30
1482335,139855,Bareburger,Indian,16.512378876517563,Weekend,5,28,28
1482336,127070,Sushi of Gari 46,Mexican,13.099209399151679,Weekday,3,24,24
1482337,149984,Blue Ribbon Fried Chicken,Japanese,35.343267789463596,Weekend,4,28,20
1482338,332608,Parm,American,24.723351786372948,Weekend,Not given,24,26
1482339,209358,Blue Ribbon Sushi,Japanese,15.88693458185074,Weekend,4,33,26
1482340,64164,Sushi of Gari 46,Indian,12.27341290092129,Weekday,5,20,19
1482341,175673,Philippe Chow,American,21.70302162219601,Weekday,Not given,21,30
1482342,342577,Sushi of Gari 46,Italian,17.797450584330008,Weekend,Not given,21,27
1482343,92666,Pylos,Chinese,13.640914205163826,Weekend,3,34,16
1482344,61401,ilili Restaurant,American,17.137746502630392,Weekend,Not given,25,28
1482345,68291,J. G. Melon,American,22.219237656145275,Weekday,3,34,30
1482346,169978,Cho Dang Gol,American,23.64703234891181,Weekend,5,22,18
1482347,112272,Blue Ribbon Sushi,Chinese,19.972870975292533,Weekday,Not given,22,24
1482348,235590,Shake Shack,Chinese,21.578579217933353,Weekend,4,33,25
1482349,76115,Westville Hudson,Italian,30.635675640704356,Weekend,Not given,27,25
1482350,182722,Chipotle Mexican Grill $1.99 Delivery,Middle Eastern,15.8019905498431,Weekday,4,23,24
1482351,87049,Shake Shack,American,14.867111459718549,Weekend,5,24,29
1482352,140544,Rubirosa,Italian,18.566408691809386,Weekend,4,29,24
1482353,113520,Shake Shack,American,24.111401185199803,Weekend,Not given,28,26
1482354,103586,Sushi of Gari 46,Mediterranean,17.65820603581178,Weekend,Not given,22,25
1482355,91860,Han Dynasty,American,19.32656293362131,Weekend,Not given,26,23
1482356,140126,Jack's Wife Freda,Italian,24.707213487338578,Weekend,4,35,15
1482357,72652,Cafeteria,Italian,34.153176281720896,Weekday,Not given,28,16
1482358,93083,The Kati Roll Company,Japanese,35.91701306823949,Weekend,4,30,27
1482359,79228,Blue Ribbon Sushi,Italian,23.763230011618717,Weekend,5,34,20
1482360,377303,J. G. Melon,Middle Eastern,10.567811412518546,Weekend,Not given,27,26
1482361,368633,Blue Ribbon Sushi Bar & Grill,Chinese,23.995188208757995,Weekend,5,27,16
1482362,78400,Chipotle Mexican Grill $1.99 Delivery,Japanese,14.841803890638515,Weekday,4,28,28
1482363,117780,TAO,Italian,21.320687642371013,Weekday,3,20,15
1482364,143481,Tamarind TriBeCa,Chinese,14.522430052740628,Weekend,4,34,28
1482365,95309,Five Guys Burgers and Fries,Mediterranean,14.15863838593896,Weekend,5,29,33
1482366,55804,Jack's Wife Freda,Japanese,25.438675410517035,Weekend,Not given,35,15
1482367,348139,Blue Ribbon Fried Chicken,Mediterranean,16.547075704996324,Weekday,4,20,17
1482368,36993,Donburi-ya,Italian,32.18097878389263,Weekend,Not given,30,27
1482369,399142,Blue Ribbon Fried Chicken,American,14.028283397058868,Weekend,5,20,22
1482370,297202,Shake Shack,American,18.33766526953929,Weekend,Not given,32,20
1482371,87747,The Meatball Shop,Japanese,9.592464938645989,Weekday,4,22,15
1482372,318921,The Smile,Japanese,15.381062827040237,Weekend,3,35,26
1482373,49129,The Kati Roll Company,Italian,27.883515336418952,Weekend,5,26,18
1482374,47366,Tamarind TriBeCa,American,21.19614258219135,Weekend,4,30,33
1482375,98289,Dirty Bird To Go (archived),American,19.42186771125875,Weekday,Not given,33,29
1482376,283771,Han Dynasty,Chinese,21.852922961985847,Weekday,5,34,30
1482377,39042,The Kati Roll Company,Chinese,22.37977639583259,Weekend,5,34,24
1482378,94055,Sushi of Gari,Italian,20.40597249528605,Weekend,5,35,29
1482379,297275,Chipotle Mexican Grill $1.99 Delivery,Japanese,16.371292538437828,Weekday,5,34,30
1482380,377567,Blue Ribbon Sushi,American,15.558487032570838,Weekend,4,27,32
1482381,105555,Waverly Diner,Italian,23.231406922402,Weekend,Not given,22,29
1482382,300565,Sushi of Gari Tribeca,Chinese,32.41150756941489,Weekday,5,26,23
1482383,148735,Five Guys Burgers and Fries,Chinese,33.67431256410742,Weekend,4,21,30
1482384,49026,Bareburger,American,20.361296317947684,Weekday,4,34,28
1482385,334771,Blue Ribbon Fried Chicken,Chinese,12.997582747681209,Weekday,Not given,32,27
1482386,210052,Shake Shack,American,16.469109061429915,Weekend,Not given,31,15
1482387,92265,The Smile,Japanese,17.278202065395156,Weekday,4,35,28
1482388,101278,The Meatball Shop,Mexican,37.42420797862376,Weekend,3,26,29
1482389,63040,DespaÌ±a,Italian,35.821389171807006,Weekend,4,30,20
1482390,130969,Jack's Wife Freda,Chinese,21.715674457637412,Weekend,4,25,25
1482391,100621,Blue Ribbon Sushi,Japanese,24.69640783688554,Weekend,Not given,28,17
1482392,128310,Blue Ribbon Sushi,American,10.78941388754798,Weekend,Not given,22,24
1482393,252107,Shake Shack,American,38.374617056002165,Weekday,5,34,25
1482394,50669,J. G. Melon,Japanese,30.711054762919822,Weekday,4,22,22
1482395,67814,The Smile,Indian,12.689794005052542,Weekday,5,25,24
1482396,141539,Blue Ribbon Fried Chicken,American,29.152465952458122,Weekend,Not given,28,30
1482397,338642,Yama Japanese Restaurant,Japanese,12.825053519670284,Weekday,5,27,26
1482398,186997,Blue Ribbon Fried Chicken,Chinese,10.34978015217213,Weekday,4,33,17
1482399,107968,Parm,Japanese,16.510016961289413,Weekend,5,21,28
1482400,283250,Five Guys Burgers and Fries,American,27.049170667373314,Weekday,Not given,25,17
1482401,112772,RedFarm Hudson,Chinese,29.40044724555049,Weekend,4,26,33
1482402,101215,Grand Sichuan International,Italian,18.069574628092525,Weekend,4,29,27
1482403,114453,Don's Bogam BBQ & Wine Bar,American,20.795046215580477,Weekday,Not given,22,27
1482404,276735,Shake Shack,Japanese,19.999259041974398,Weekend,Not given,30,30
1482405,54043,RedFarm Hudson,Thai,16.70089787254924,Weekend,5,20,25
1482406,259884,Chipotle Mexican Grill $1.99 Delivery,Japanese,32.66006270571157,Weekday,Not given,20,19
1482407,370807,Shake Shack,American,30.046952154382602,Weekend,5,26,15
1482408,358641,Melt Shop,American,21.65273034106957,Weekday,Not given,23,19
1482409,47402,Shake Shack,Japanese,27.507809574344474,Weekend,Not given,34,25
1482410,377006,Blue Ribbon Fried Chicken,Italian,30.887982275727772,Weekend,5,33,33
1482411,366988,Sushi of Gari,Italian,12.209761836973298,Weekday,5,26,20
1482412,143807,CafÌ© China,American,23.479762211362125,Weekend,4,21,19
1482413,182222,Blue Ribbon Fried Chicken,American,12.71993642605291,Weekday,5,31,23
1482414,82128,Blue Ribbon Sushi Izakaya,American,22.022820346804757,Weekend,Not given,28,28
1482415,373222,Five Guys Burgers and Fries,American,8.453361702666857,Weekend,5,32,24
1482416,51106,CafÌ© China,Chinese,20.957572823867242,Weekend,3,27,26
1482417,320558,Blue Ribbon Fried Chicken,Chinese,14.487388972079028,Weekend,4,31,26
1482418,277898,TAO,Italian,19.64175695794011,Weekend,Not given,29,26
1482419,177263,Izakaya Ten,Japanese,24.203933933692785,Weekday,Not given,24,30
1482420,155064,Shake Shack,American,23.770718956102066,Weekday,Not given,30,17
1482421,58525,Sushi of Gari 46,Japanese,16.051362625612942,Weekend,4,24,28
1482422,50139,Shake Shack,Middle Eastern,10.173868885926794,Weekday,3,23,15
1482423,387008,Burger Joint,American,19.45069511538356,Weekday,Not given,33,28
1482424,221163,Shake Shack,Japanese,19.630713798643544,Weekend,3,24,16
1482425,355940,Blue Ribbon Sushi,American,35.57696282528032,Weekend,Not given,33,26
1482426,241452,The Meatball Shop,Mediterranean,15.71749484427757,Weekday,5,29,28
1482427,370342,Five Guys Burgers and Fries,Italian,36.114763138450876,Weekday,Not given,34,33
1482428,278441,The Kati Roll Company,American,17.917826059167165,Weekend,4,27,18
1482429,290766,Sushi Samba,Japanese,34.65152265562606,Weekday,Not given,31,30
1482430,76626,The Meatball Shop,Italian,20.877713656122,Weekday,3,35,17
1482431,304933,Five Guys Burgers and Fries,American,10.7334649200818,Weekday,5,23,28
1482432,350266,Shake Shack,Italian,28.757208732165473,Weekend,5,33,27
1482433,76920,RedFarm Broadway,Chinese,23.34445013435564,Weekend,3,23,27
1482434,106264,Hot Kitchen,Italian,24.047021439609306,Weekday,4,31,23
1482435,60595,Shake Shack,Chinese,27.554948051282672,Weekend,Not given,35,28
1482436,250507,Rubirosa,Italian,30.62902275777906,Weekday,Not given,30,21
1482437,55306,The Meatball Shop,Italian,39.05148221821037,Weekday,4,25,26
1482438,145892,Blue Ribbon Sushi,American,20.378677175246786,Weekend,5,22,25
1482439,399495,RedFarm Hudson,American,10.240089143657375,Weekend,Not given,25,20
1482440,101999,Shake Shack,Japanese,17.57555653790137,Weekend,Not given,33,15
1482441,369242,Xi'an Famous Foods,American,18.977141460459162,Weekday,Not given,34,25
1482442,397623,Westville Hudson,Italian,31.086842744005477,Weekend,Not given,23,20
1482443,308560,Sushi of Gari Tribeca,Japanese,21.07146430144906,Weekday,5,28,18
1482444,151204,TAO,American,22.869226136634605,Weekend,Not given,28,16
1482445,270525,Coppola's East,Japanese,19.225269133105197,Weekend,Not given,34,23
1482446,39406,Shake Shack,Japanese,43.8989228743978,Weekend,5,26,24
1482447,142356,The Meatball Shop,American,39.33270199898998,Weekend,4,31,15
1482448,41638,Five Leaves,American,33.16532616270759,Weekend,Not given,34,20
1482449,269958,Five Guys Burgers and Fries,Japanese,30.245821031138195,Weekday,5,23,27
1482450,68654,Vezzo Thin Crust Pizza,Japanese,19.491559890478115,Weekend,4,20,20
1482451,270293,Sushi of Gari Tribeca,American,18.14168175095254,Weekend,4,26,24
1482452,95519,Blue Ribbon Sushi,Chinese,25.334590050210398,Weekend,5,32,32
1482453,165708,Sushi of Gari 46,American,15.668425616464768,Weekend,4,29,25
1482454,385734,Sushi Samba,Chinese,25.075978938558134,Weekend,Not given,30,30
1482455,63404,Sushi of Gari Tribeca,Italian,35.4462820222653,Weekday,4,24,23
1482456,211544,The Meatball Shop,Chinese,17.7251068784217,Weekend,4,27,33
1482457,82541,RedFarm Hudson,American,9.930774909762363,Weekday,Not given,31,26
1482458,143866,Dos Caminos,Chinese,16.993886579385528,Weekend,Not given,34,19
1482459,127173,Xe May Sandwich Shop,Italian,19.479351185495723,Weekend,5,25,25
1482460,165005,Sushi of Gari,Japanese,19.95675379436726,Weekend,4,22,25
1482461,58884,Sushi of Gari 46,Japanese,33.70244788181263,Weekday,5,28,22
1482462,60921,Blue Ribbon Sushi Izakaya,Japanese,20.302039006553695,Weekend,Not given,22,25
1482463,276232,Blue Ribbon Sushi,Japanese,31.30840957877446,Weekend,5,20,21
1482464,261314,UVA Wine Bar & Restaurant,Japanese,19.833233467485403,Weekend,Not given,35,30
1482465,47483,TAO,American,18.29433049275867,Weekend,4,25,23
1482466,61474,Shake Shack,American,13.626439463209174,Weekend,4,22,24
1482467,121004,Aurora,American,21.59875615131496,Weekend,3,30,25
1482468,269806,Dos Caminos,American,15.51052602301263,Weekend,Not given,35,25
1482469,94569,Blue Ribbon Sushi Izakaya,Middle Eastern,34.678445526628906,Weekend,5,28,33
1482470,350126,Blue Ribbon Sushi,Middle Eastern,17.076916289598007,Weekday,5,20,27
1482471,76192,Sushi of Gari 46,American,16.118951313863406,Weekend,Not given,22,28
1482472,210484,The Kati Roll Company,Japanese,19.02025936959121,Weekend,5,26,24
1482473,221364,Shake Shack,Japanese,17.769632487119573,Weekend,3,28,28
1482474,95019,Lucky Strike,Japanese,22.711807302597556,Weekday,Not given,28,24
1482475,41968,Boqueria,American,14.650635783171557,Weekend,5,26,27
1482476,141915,Blue Ribbon Fried Chicken,American,12.983140421387033,Weekday,Not given,34,24
1482477,164144,Parm,Japanese,34.39309420501586,Weekend,5,31,21
1482478,75518,Han Dynasty,Japanese,21.259603992035785,Weekday,5,27,24
1482479,52799,Yama Japanese Restaurant,Italian,11.198774429820144,Weekend,5,29,20
1482480,170234,Momoya,Japanese,37.60585565463043,Weekend,5,21,20
1482481,385236,Pongsri Thai,Chinese,41.48152637454178,Weekend,5,20,17
1482482,265207,Shake Shack,Italian,23.788252066224974,Weekend,3,21,30
1482483,325296,The Meatball Shop,Italian,18.1915374981562,Weekday,5,23,33
1482484,371819,Vezzo Thin Crust Pizza,Chinese,15.980034828241413,Weekend,3,28,18
1482485,297383,Mamoun's Falafel,American,13.293135630340592,Weekend,Not given,35,28
1482486,121519,The Meatball Shop,American,21.44221723866368,Weekday,4,30,27
1482487,133245,Shake Shack,Japanese,19.13935608389473,Weekend,Not given,25,28
1482488,58201,Westville Hudson,Italian,31.111629526363473,Weekend,5,20,28
1482489,113942,Ravagh Persian Grill,Indian,18.709659339307425,Weekend,5,23,32
1482490,112772,Jack's Wife Freda,Mexican,20.832279377585195,Weekend,5,24,24
1482491,385134,Dos Caminos,Mexican,20.294610623099306,Weekday,3,33,23
1482492,325371,RedFarm Broadway,Italian,17.290698712798076,Weekend,5,29,30
1482493,91907,The Meatball Shop,Japanese,17.016394340712353,Weekday,5,30,33
1482494,81876,Rubirosa,American,17.57922726454765,Weekday,Not given,27,28
1482495,101285,Shake Shack,Japanese,12.45211016837564,Weekend,5,21,27
1482496,44399,Bareburger,Japanese,28.175360455140506,Weekday,Not given,20,25
1482497,362159,Shake Shack,Italian,3.347128462900538,Weekend,Not given,27,18
1482498,148929,Blue Ribbon Sushi,Chinese,18.100805113013863,Weekend,Not given,31,22
1482499,366012,Rubirosa,American,26.59160608641682,Weekend,3,27,15
1482500,57306,TAO,Japanese,22.283416308489414,Weekend,4,22,27
1482501,147938,Shake Shack,American,17.156679034494864,Weekend,Not given,29,24
1482502,95519,Han Dynasty,American,31.206381470163347,Weekend,Not given,20,15
1482503,45094,Shake Shack,American,22.61477334883946,Weekend,4,23,31
1482504,42409,J. G. Melon,Chinese,18.35098519268412,Weekend,5,24,28
1482505,74438,Cafe Mogador,American,14.253684103256585,Weekend,5,21,15
1482506,149997,Cafeteria,Japanese,21.39086954883794,Weekend,Not given,23,28
1482507,168738,TAO,Japanese,21.190560010274396,Weekend,Not given,22,24
1482508,277898,Han Dynasty,Indian,19.90568421686143,Weekend,Not given,32,18
1482509,92360,Shake Shack,American,27.841027242826495,Weekend,5,20,26
1482510,47940,Blue Ribbon Fried Chicken,Mediterranean,34.67582403159219,Weekday,5,30,28
1482511,68624,Dig Inn Seasonal Market,American,21.34639685713855,Weekday,5,24,19
